searched_name	name	eol_object_id	db
488	Ageratina aegirophylla	Ageratina aegirophylla	NA	all
489	Ageratina alexanderi	Ageratina alexanderi	NA	all
490	Ageratina allenii	Ageratina allenii	NA	all
491	Ageratina almedae	Ageratina almedae	NA	all
492	Ageratina altissima	Ageratina altissima	NA	all
493	Ageratina amblyolepis	Ageratina amblyolepis	NA	all
494	Ageratina ampla	Ageratina ampla	NA	all
495	Ageratina anchistea	Ageratina anchistea	NA	all
496	Ageratina anisochroma	Ageratina anisochroma	NA	all
497	Ageratina apollinairei	Ageratina apollinairei	NA	all
498	Ageratina appendiculata	Ageratina appendiculata	NA	all
499	Ageratina aracaiensis	Ageratina aracaiensis	NA	all
500	Ageratina arbutifolia	Ageratina arbutifolia	NA	all
501	Ageratina aristeguietii	Ageratina aristeguietii	NA	all
502	Ageratina aristei	Ageratina aristei	NA	all
503	Ageratina aromatica	Ageratina aromatica	NA	all
504	Ageratina arsenei	Ageratina arsenei	NA	all
505	Ageratina asclepiadea	Ageratina asclepiadea	NA	all
506	Ageratina atrocordata	Ageratina atrocordata	NA	all
507	Ageratina austin-smithii	Ageratina austin-smithii	NA	all
508	Ageratina ayerscottiana	Ageratina ayerscottiana	NA	all
509	Ageratina baccharoides	Ageratina baccharoides	NA	all
510	Ageratina badia	Ageratina badia	NA	all
511	Ageratina barbensis	Ageratina barbensis	NA	all
512	Ageratina barclayae	Ageratina barclayae	NA	all
513	Ageratina barriei	Ageratina barriei	NA	all
514	Ageratina beamanii	Ageratina beamanii	NA	all
515	Ageratina bellidifolia	Ageratina bellidifolia	NA	all
516	Ageratina betulaefolia	Ageratina betulaefolia	NA	all
517	Ageratina bishopii	Ageratina bishopii	NA	all
518	Ageratina blepharilepis	Ageratina blepharilepis	NA	all
519	Ageratina bobjansenii	Ageratina bobjansenii	NA	all
520	Ageratina boekei	Ageratina boekei	NA	all
521	Ageratina boyacensis	Ageratina boyacensis	NA	all
522	Ageratina brandegeeana	Ageratina brandegeeana	NA	all
523	Ageratina breedlovei	Ageratina breedlovei	NA	all
524	Ageratina brevipes	Ageratina brevipes	NA	all
525	Ageratina burgeri	Ageratina burgeri	NA	all
526	Ageratina caeciliae	Ageratina caeciliae	NA	all
527	Ageratina calaminthaefolia	Ageratina calaminthaefolia	NA	all
528	Ageratina calderillensis	Ageratina calderillensis	NA	all
529	Ageratina calophylla	Ageratina calophylla	NA	all
530	Ageratina camachensis	Ageratina camachensis	NA	all
531	Ageratina campii	Ageratina campii	NA	all
532	Ageratina campyloclada	Ageratina campyloclada	NA	all
533	Ageratina capazica	Ageratina capazica	NA	all
534	Ageratina capillipes	Ageratina capillipes	NA	all
535	Ageratina cardiophylla	Ageratina cardiophylla	NA	all
536	Ageratina carmonis	Ageratina carmonis	NA	all
537	Ageratina cartagoensis	Ageratina cartagoensis	NA	all
538	Ageratina celestini	Ageratina celestini	NA	all
539	Ageratina cerifera	Ageratina cerifera	NA	all
540	Ageratina chachapoyasensis	Ageratina chachapoyasensis	NA	all
541	Ageratina chazaroana	Ageratina chazaroana	NA	all
542	Ageratina chimalapana	Ageratina chimalapana	NA	all
543	Ageratina chiriquensis	Ageratina chiriquensis	NA	all
544	Ageratina choricephala	Ageratina choricephala	NA	all
545	Ageratina choricephaloides	Ageratina choricephaloides	NA	all
546	Ageratina ciliata	Ageratina ciliata	NA	all
547	Ageratina colimana	Ageratina colimana	NA	all
548	Ageratina collodes	Ageratina collodes	NA	all
549	Ageratina contigua	Ageratina contigua	NA	all
550	Ageratina contorta	Ageratina contorta	NA	all
551	Ageratina corylifolia	Ageratina corylifolia	NA	all
552	Ageratina costaricensis	Ageratina costaricensis	NA	all
553	Ageratina crassiceps	Ageratina crassiceps	NA	all
554	Ageratina cremasta	Ageratina cremasta	NA	all
555	Ageratina crenaea	Ageratina crenaea	NA	all
556	Ageratina croatii	Ageratina croatii	NA	all
557	Ageratina cronquistii	Ageratina cronquistii	NA	all
558	Ageratina cruzii	Ageratina cruzii	NA	all
559	Ageratina cuatrecasasii	Ageratina cuatrecasasii	NA	all
560	Ageratina cuencana	Ageratina cuencana	NA	all
561	Ageratina cumbensis	Ageratina cumbensis	NA	all
562	Ageratina cutervensis	Ageratina cutervensis	NA	all
563	Ageratina cuzcoensis	Ageratina cuzcoensis	NA	all
564	Ageratina cylindrica	Ageratina cylindrica	NA	all
565	Ageratina dasyneura	Ageratina dasyneura	NA	all
566	Ageratina davidsei	Ageratina davidsei	NA	all
567	Ageratina deltoidea	Ageratina deltoidea	NA	all
568	Ageratina dendroides	Ageratina dendroides	NA	all
569	Ageratina desquamans	Ageratina desquamans	NA	all
570	Ageratina dictyoneura	Ageratina dictyoneura	NA	all
571	Ageratina dillonii	Ageratina dillonii	NA	all
572	Ageratina diversipila	Ageratina diversipila	NA	all
573	Ageratina dolichobasis	Ageratina dolichobasis	NA	all
574	Ageratina dombeyana	Ageratina dombeyana	NA	all
575	Ageratina dorrii	Ageratina dorrii	NA	all
576	Ageratina durangensis	Ageratina durangensis	NA	all
577	Ageratina elegans	Ageratina elegans	NA	all
578	Ageratina enixa	Ageratina enixa	NA	all
579	Ageratina ernstii	Ageratina ernstii	NA	all
580	Ageratina espinosarum	Ageratina espinosarum	NA	all
581	Ageratina etlensis	Ageratina etlensis	NA	all
582	Ageratina ewanii	Ageratina ewanii	NA	all
583	Ageratina fastigiata	Ageratina fastigiata	NA	all
584	Ageratina feuereri	Ageratina feuereri	NA	all
585	Ageratina flaviseta	Ageratina flaviseta	NA	all
586	Ageratina flourensifolia	Ageratina flourensifolia	NA	all
587	Ageratina funckii	Ageratina funckii	NA	all
588	Ageratina geminata	Ageratina geminata	NA	all
589	Ageratina gentryana	Ageratina gentryana	NA	all
590	Ageratina gilbertii	Ageratina gilbertii	NA	all
591	Ageratina glabrata	Ageratina glabrata	NA	all
592	Ageratina glandularis	Ageratina glandularis	NA	all
593	Ageratina glandulifera	Ageratina glandulifera	NA	all
594	Ageratina glauca	Ageratina glauca	NA	all
595	Ageratina glechonophylla	Ageratina glechonophylla	NA	all
596	Ageratina glischra	Ageratina glischra	NA	all
597	Ageratina gloeoclada	Ageratina gloeoclada	NA	all
598	Ageratina glyptophlebia	Ageratina glyptophlebia	NA	all
599	Ageratina gonzaleziorum	Ageratina gonzaleziorum	NA	all
600	Ageratina gracilenta	Ageratina gracilenta	NA	all
601	Ageratina gracilis	Ageratina gracilis	NA	all
602	Ageratina grandifolia	Ageratina grandifolia	NA	all
603	Ageratina grashoffii	Ageratina grashoffii	NA	all
604	Ageratina gynoxoides	Ageratina gynoxoides	NA	all
605	Ageratina gypsophila	Ageratina gypsophila	NA	all
606	Ageratina haageana	Ageratina haageana	NA	all
607	Ageratina halbertiana	Ageratina halbertiana	NA	all
608	Ageratina harlingii	Ageratina harlingii	NA	all
609	Ageratina hartii	Ageratina hartii	NA	all
610	Ageratina havanensis	Ageratina havanensis (Kunth) R.M. King & H. Rob.	468509	all
611	Ageratina hebes	Ageratina hebes	NA	all
612	Ageratina hederaefolia	Ageratina hederaefolia	NA	all
613	Ageratina hederifolia	Ageratina hederifolia	NA	all
614	Ageratina helenae	Ageratina helenae	NA	all
615	Ageratina henzium	Ageratina henzium	NA	all
616	Ageratina herbacea	Ageratina herbacea	NA	all
617	Ageratina hernandezii	Ageratina hernandezii	NA	all
618	Ageratina hidalgensis	Ageratina hidalgensis	NA	all
619	Ageratina hintonii	Ageratina hintonii	NA	all
620	Ageratina hirtella	Ageratina hirtella	NA	all
621	Ageratina huehueteca	Ageratina huehueteca	NA	all
622	Ageratina hyssopina	Ageratina hyssopina	NA	all
623	Ageratina ibaguensis	Ageratina ibaguensis	NA	all
624	Ageratina ilicifolia	Ageratina ilicifolia	NA	all
625	Ageratina illita	Ageratina illita	NA	all
626	Ageratina infiernillensis	Ageratina infiernillensis	NA	all
627	Ageratina intercostulata	Ageratina intercostulata	NA	all
628	Ageratina intibucensis	Ageratina intibucensis	NA	all
629	Ageratina iodotricha	Ageratina iodotricha	NA	all
630	Ageratina irrasa	Ageratina irrasa	NA	all
631	Ageratina isolepis	Ageratina isolepis	NA	all
632	Ageratina ixiocladon	Ageratina ixiocladon	NA	all
633	Ageratina jacunda	Ageratina jacunda	NA	all
634	Ageratina jahnii	Ageratina jahnii	NA	all
635	Ageratina jalpana	Ageratina jalpana	NA	all
636	Ageratina jocotepecana	Ageratina jocotepecana	NA	all
637	Ageratina josepaneroi	Ageratina josepaneroi	NA	all
638	Ageratina jucunda	Ageratina jucunda	NA	all
639	Ageratina juxtlahuacensis	Ageratina juxtlahuacensis	NA	all
640	Ageratina kochiana	Ageratina kochiana	NA	all
641	Ageratina kupperi	Ageratina kupperi	NA	all
642	Ageratina lapsensis	Ageratina lapsensis	NA	all
643	Ageratina lasia	Ageratina lasia	NA	all
644	Ageratina lasioneura	Ageratina lasioneura	NA	all
645	Ageratina latipes	Ageratina latipes	NA	all
646	Ageratina leiocarpa	Ageratina leiocarpa	NA	all
647	Ageratina lemmonii	Ageratina lemmonii	NA	all
648	Ageratina leptodictyon	Ageratina leptodictyon	NA	all
649	Ageratina liebmannii	Ageratina liebmannii	NA	all
650	Ageratina ligustrina	Ageratina ligustrina	NA	all
651	Ageratina lobulifera	Ageratina lobulifera	NA	all
652	Ageratina loeseneri	Ageratina loeseneri	NA	all
653	Ageratina lopez-mirandae	Ageratina lopez-mirandae	NA	all
654	Ageratina lorentzii	Ageratina lorentzii	NA	all
655	Ageratina luciae-brauniae	Ageratina luciae-brauniae	NA	all
656	Ageratina lucida	Ageratina lucida	NA	all
657	Ageratina macbridei	Ageratina macbridei	NA	all
658	Ageratina macdonaldii	Ageratina macdonaldii	NA	all
659	Ageratina macvaughii	Ageratina macvaughii	NA	all
660	Ageratina mairetiana	Ageratina mairetiana	NA	all
661	Ageratina malacolepis	Ageratina malacolepis	NA	all
662	Ageratina manantlana	Ageratina manantlana	NA	all
663	Ageratina maranonii	Ageratina maranonii	NA	all
664	Ageratina mariarum	Ageratina mariarum	NA	all
665	Ageratina miahuatlana	Ageratina miahuatlana	NA	all
666	Ageratina microcarpum	Ageratina microcarpum	NA	all
667	Ageratina miquihuana	Ageratina miquihuana	NA	all
668	Ageratina modesta	Ageratina modesta	NA	all
669	Ageratina molinae	Ageratina molinae	NA	all
670	Ageratina moorei	Ageratina moorei	NA	all
671	Ageratina mortoniana	Ageratina mortoniana	NA	all
672	Ageratina muelleri	Ageratina muelleri	NA	all
673	Ageratina multiserrata	Ageratina multiserrata	NA	all
674	Ageratina mutiscuensis	Ageratina mutiscuensis	NA	all
675	Ageratina mygindaefolia	Ageratina mygindaefolia	NA	all
676	Ageratina nelsonii	Ageratina nelsonii	NA	all
677	Ageratina neohintoniorum	Ageratina neohintoniorum	NA	all
678	Ageratina neriifolia	Ageratina neriifolia	NA	all
679	Ageratina nesomii	Ageratina nesomii	NA	all
680	Ageratina oaxacana	Ageratina oaxacana	NA	all
681	Ageratina ocanensis	Ageratina ocanensis	NA	all
682	Ageratina occidentalis	Ageratina occidentalis	NA	all
683	Ageratina oligocephala	Ageratina oligocephala	NA	all
684	Ageratina ovilla	Ageratina ovilla	NA	all
685	Ageratina pachypoda	Ageratina pachypoda	NA	all
686	Ageratina pacifica	Ageratina pacifica	NA	all
687	Ageratina pampalcensis	Ageratina pampalcensis	NA	all
688	Ageratina paramensis	Ageratina paramensis	NA	all
689	Ageratina parayana	Ageratina parayana	NA	all
690	Ageratina parviceps	Ageratina parviceps	NA	all
691	Ageratina paucibracteata	Ageratina paucibracteata	NA	all
692	Ageratina paupercula	Ageratina paupercula	NA	all
693	Ageratina pazcuarensis	Ageratina pazcuarensis	NA	all
694	Ageratina pelotropha	Ageratina pelotropha	NA	all
695	Ageratina pendula	Ageratina pendula	NA	all
696	Ageratina pentlandiana	Ageratina pentlandiana	NA	all
697	Ageratina pentlandica	Ageratina pentlandica	NA	all
698	Ageratina peracuminata	Ageratina peracuminata	NA	all
699	Ageratina perezii	Ageratina perezii	NA	all
700	Ageratina petiolaris	Ageratina petiolaris	NA	all
701	Ageratina photina	Ageratina photina	NA	all
702	Ageratina pichinchensis	Ageratina pichinchensis	NA	all
703	Ageratina piurae	Ageratina piurae	NA	all
704	Ageratina plethadenia	Ageratina plethadenia	NA	all
705	Ageratina pochutlana	Ageratina pochutlana	NA	all
706	Ageratina popayanensis	Ageratina popayanensis	NA	all
707	Ageratina porriginosa	Ageratina porriginosa	NA	all
708	Ageratina potosina	Ageratina potosina	NA	all
709	Ageratina pringlei	Ageratina pringlei	NA	all
710	Ageratina prionobia	Ageratina prionobia	NA	all
711	Ageratina proba	Ageratina proba	NA	all
712	Ageratina prunellaefolia	Ageratina prunellaefolia	NA	all
713	Ageratina prunellifolia	Ageratina prunellifolia	NA	all
714	Ageratina prunifolia	Ageratina prunifolia	NA	all
715	Ageratina pseudochilca	Ageratina pseudochilca	NA	all
716	Ageratina pseudogracilis	Ageratina pseudogracilis	NA	all
717	Ageratina psilodora	Ageratina psilodora	NA	all
718	Ageratina queretaroana	Ageratina queretaroana	NA	all
719	Ageratina ramireziorum	Ageratina ramireziorum	NA	all
720	Ageratina ramonensis	Ageratina ramonensis	NA	all
721	Ageratina regalis	Ageratina regalis	NA	all
722	Ageratina remyana	Ageratina remyana	NA	all
723	Ageratina repens	Ageratina repens	NA	all
724	Ageratina resinifera	Ageratina resinifera	NA	all
725	Ageratina resiniflua	Ageratina resiniflua	NA	all
726	Ageratina reticulifera	Ageratina reticulifera	NA	all
727	Ageratina rhodopappa	Ageratina rhodopappa	NA	all
728	Ageratina rhodopoda	Ageratina rhodopoda	NA	all
729	Ageratina rhomboidea	Ageratina rhomboidea	NA	all
730	Ageratina rhypodes	Ageratina rhypodes	NA	all
731	Ageratina rhytidodes	Ageratina rhytidodes	NA	all
732	Ageratina riparia	Ageratina riparia (Regel) R. M. King & H. Rob.	468162	all
733	Ageratina riskindii	Ageratina riskindii	NA	all
734	Ageratina rivalis	Ageratina rivalis	NA	all
735	Ageratina robinsoniana	Ageratina robinsoniana	NA	all
736	Ageratina rollinsii	Ageratina rollinsii	NA	all
737	Ageratina roraimensis	Ageratina roraimensis	NA	all
738	Ageratina rosei	Ageratina rosei	NA	all
739	Ageratina rothrockii	Ageratina rothrockii	NA	all
740	Ageratina rubricaulis	Ageratina rubricaulis	NA	all
741	Ageratina rufa	Ageratina rufa	NA	all
742	Ageratina rupicola	Ageratina rupicola	NA	all
743	Ageratina salicifolia	Ageratina salicifolia	NA	all
744	Ageratina saltillensis	Ageratina saltillensis	NA	all
745	Ageratina salvadorensis	Ageratina salvadorensis	NA	all
746	Ageratina sandersii	Ageratina sandersii	NA	all
747	Ageratina schaffneri	Ageratina schaffneri	NA	all
748	Ageratina scopulorum	Ageratina scopulorum	NA	all
749	Ageratina scorodonioides	Ageratina scorodonioides	NA	all
750	Ageratina seleri	Ageratina seleri	NA	all
751	Ageratina serrulata	Ageratina serrulata	NA	all
752	Ageratina shastensis	Ageratina shastensis	NA	all
753	Ageratina simulans	Ageratina simulans	NA	all
754	Ageratina sinaloensis	Ageratina sinaloensis	NA	all
755	Ageratina skutchii	Ageratina skutchii	NA	all
756	Ageratina sodiroi	Ageratina sodiroi	NA	all
757	Ageratina soejimana	Ageratina soejimana	NA	all
758	Ageratina solana	Ageratina solana	NA	all
759	Ageratina sotarensis	Ageratina sotarensis	NA	all
760	Ageratina sousae	Ageratina sousae	NA	all
761	Ageratina spooneri	Ageratina spooneri	NA	all
762	Ageratina standleyi	Ageratina standleyi	NA	all
763	Ageratina sternbergiana	Ageratina sternbergiana	NA	all
764	Ageratina stictophylla	Ageratina stictophylla	NA	all
765	Ageratina stricta	Ageratina stricta	NA	all
766	Ageratina subcordata	Ageratina subcordata	NA	all
767	Ageratina subferruginea	Ageratina subferruginea	NA	all
768	Ageratina subglabra	Ageratina subglabra	NA	all
769	Ageratina subinclusa	Ageratina subinclusa	NA	all
770	Ageratina subintegra	Ageratina subintegra	NA	all
771	Ageratina sundbergii	Ageratina sundbergii	NA	all
772	Ageratina tambillensis	Ageratina tambillensis	NA	all
773	Ageratina tarmensis	Ageratina tarmensis	NA	all
774	Ageratina tenuis	Ageratina tenuis	NA	all
775	Ageratina tetragona	Ageratina tetragona	NA	all
776	Ageratina textitlana	Ageratina textitlana	NA	all
777	Ageratina theaefolia	Ageratina theaefolia	NA	all
778	Ageratina thyrsiflora	Ageratina thyrsiflora	NA	all
779	Ageratina tinifolia	Ageratina tinifolia	NA	all
780	Ageratina tomentella	Ageratina tomentella	NA	all
781	Ageratina tonduzii	Ageratina tonduzii	NA	all
782	Ageratina trapezoidea	Ageratina trapezoidea	NA	all
783	Ageratina triangulata	Ageratina triangulata	NA	all
784	Ageratina triniona	Ageratina triniona	NA	all
785	Ageratina tristis	Ageratina tristis	NA	all
786	Ageratina typica	Ageratina typica	NA	all
787	Ageratina urbanii	Ageratina urbanii	NA	all
788	Ageratina vacciniaefolia	Ageratina vacciniaefolia	NA	all
789	Ageratina valerioi	Ageratina valerioi	NA	all
790	Ageratina vallincola	Ageratina vallincola	NA	all
791	Ageratina venulosa	Ageratina venulosa	NA	all
792	Ageratina vernalis	Ageratina vernalis	NA	all
793	Ageratina vernicosa	Ageratina vernicosa	NA	all
794	Ageratina viburnoides	Ageratina viburnoides	NA	all
795	Ageratina viejoana	Ageratina viejoana	NA	all
796	Ageratina villonacoensis	Ageratina villonacoensis	NA	all
797	Ageratina viscosa	Ageratina viscosa	NA	all
798	Ageratina viscosissima	Ageratina viscosissima	NA	all
799	Ageratina warnockii	Ageratina warnockii	NA	all
800	Ageratina websteri	Ageratina websteri	NA	all
801	Ageratina whitei	Ageratina whitei	NA	all
802	Ageratina wrightii	Ageratina wrightii	NA	all
803	Ageratina wurdackii	Ageratina wurdackii	NA	all
804	Ageratina yaharana	Ageratina yaharana	NA	all
805	Ageratina yecorana	Ageratina yecorana	NA	all
806	Ageratina zapalinama	Ageratina zapalinama	NA	all
807	Ageratina zinniifolia	Ageratina zinniifolia	NA	all
808	Ageratina zunilana	Ageratina zunilana	NA	all
809	Ageratinastrum fruticosum	Ageratinastrum fruticosum	NA	all
810	Ageratinastrum goetzeanum	Ageratinastrum goetzeanum	NA	all
811	Ageratinastrum katangense	Ageratinastrum katangense	NA	all
812	Ageratinastrum lejolyanum	Ageratinastrum lejolyanum	NA	all
813	Ageratinastrum palustre	Ageratinastrum palustre	NA	all
814	Ageratinastrum polyphyllum	Ageratinastrum polyphyllum	NA	all
815	Ageratum albidum	Ageratum albidum	NA	all
816	Ageratum altissima	Ageratum altissima	NA	all
817	Ageratum anisochroma	Ageratum anisochroma	NA	all
818	Ageratum ballotaefolium	Ageratum ballotaefolium	NA	all
819	Ageratum ballotifolium	Ageratum ballotifolium	NA	all
820	Ageratum candidum	Ageratum candidum	NA	all
821	Ageratum chiriquense	Ageratum chiriquense	NA	all
822	Ageratum chortianum	Ageratum chortianum	NA	all
823	Ageratum conyzoides	Ageratum conyzoides (L.) L.	468159	all
824	Ageratum corymbosum	Ageratum corymbosum	NA	all
825	Ageratum echioides	Ageratum echioides	NA	all
826	Ageratum elassocarpum	Ageratum elassocarpum	NA	all
827	Ageratum ellipticum	Ageratum ellipticum	NA	all
828	Ageratum fastigiatum	Ageratum fastigiatum	NA	all
829	Ageratum gaumeri	Ageratum gaumeri	NA	all
830	Ageratum guatemalense	Ageratum guatemalense	NA	all
831	Ageratum hondurense	Ageratum hondurense	NA	all
832	Ageratum houstonianum	Ageratum houstonianum Mill.	468158	all
833	Ageratum isocarphoides	Ageratum isocarphoides	NA	all
834	Ageratum lavenia	Ageratum lavenia	NA	all
835	Ageratum littorale	Ageratum littorale	NA	all
836	Ageratum lucidum	Ageratum lucidum	NA	all
837	Ageratum lundellii	Ageratum lundellii	NA	all
838	Ageratum maritimum	Ageratum maritimum	NA	all
839	Ageratum melissifolium	Ageratum melissifolium	NA	all
840	Ageratum meridanum	Ageratum meridanum	NA	all
841	Ageratum microcarpum	Ageratum microcarpum	NA	all
842	Ageratum microcephalum	Ageratum microcephalum	NA	all
843	Ageratum molinae	Ageratum molinae	NA	all
844	Ageratum munaense	Ageratum munaense	NA	all
845	Ageratum myriadenium	Ageratum myriadenium	NA	all
846	Ageratum nelsonii	Ageratum nelsonii	NA	all
847	Ageratum oerstedii	Ageratum oerstedii	NA	all
848	Ageratum oliveri	Ageratum oliveri	NA	all
849	Ageratum paleaceum	Ageratum paleaceum	NA	all
850	Ageratum panamense	Ageratum panamense	NA	all
851	Ageratum peckii	Ageratum peckii	NA	all
852	Ageratum petiolatum	Ageratum petiolatum	NA	all
853	Ageratum platylepis	Ageratum platylepis	NA	all
854	Ageratum platypodum	Ageratum platypodum	NA	all
